datetime,ticker,n_contracts,side,curr_ask,ev
2024-04-09T15:13:00.642368,INX-24APR09-B5187,508.0,no,42,5.561935103181405
2024-04-09T15:14:00.550224,INX-24APR09-B5162,13.0,yes,31,16.07798816058031
2024-04-09T15:14:00.606408,INX-24APR09-B5187,6.0,no,38,9.50972136978249
2024-04-09T15:15:00.590331,INX-24APR09-B5162,49.0,yes,32,2.991338024985545
2024-04-09T15:16:00.597053,INX-24APR09-B5162,7.0,yes,30,4.836350077380615
2024-04-09T15:16:00.655607,INX-24APR09-B5187,3.0,no,33,2.4238802350535735
2024-04-09T15:17:00.573357,INX-24APR09-B5162,41.0,yes,25,5.167071409805125
2024-04-09T15:18:00.567676,INX-24APR09-B5162,36.0,yes,21,4.576543233630854
2024-04-09T15:19:00.649977,INX-24APR09-B5162,46.0,yes,19,2.206253812355129
2024-04-09T15:19:00.703799,INX-24APR09-B5212,7.0,no,97,1.8422111286331386
2024-04-09T15:20:00.650152,INX-24APR09-B5162,25.0,yes,16,4.920674895097111
2024-04-09T15:20:00.709812,INX-24APR09-B5212,3.0,no,95,3.9249163028435845
2024-04-09T15:21:00.655352,INX-24APR09-B5162,1.0,no,86,1.7066116153419841
2024-04-09T15:21:00.708491,INX-24APR09-B5187,5.0,yes,79,6.328712897493119
2024-04-09T15:21:00.767005,INX-24APR09-B5212,2.0,no,94,3.6555541888769767
2024-04-09T15:21:01.050322,INX-24APR09-B5162,-1264.0,yes,14,0
2024-04-09T15:21:01.050392,INX-24APR09-B5187,-522.0,no,21,0
2024-04-09T15:22:00.651656,INX-24APR09-B5162,28.0,no,88,1.2391233333048604
2024-04-09T15:22:00.718593,INX-24APR09-B5187,195.0,yes,79,7.645735139250519
2024-04-09T15:22:00.780942,INX-24APR09-B5212,119.0,no,92,5.438340291134139
2024-04-09T15:23:00.642990,INX-24APR09-B5187,1.0,yes,73,15.774665393540928
2024-04-09T15:23:00.698226,INX-24APR09-B5212,1.0,no,82,14.396343822711472
2024-04-09T15:24:00.658159,INX-24APR09-B5187,4.0,yes,73,16.246069972798196
2024-04-09T15:24:00.716934,INX-24APR09-B5212,4.0,no,81,15.5884904180556
2024-04-09T15:24:00.999924,INX-24APR09-B5162,-28.0,no,93,0
2024-04-09T15:25:00.644049,INX-24APR09-B5162,2.0,no,95,2.9290712106031833
2024-04-09T15:25:00.698305,INX-24APR09-B5187,19.0,yes,73,14.931688958169872
2024-04-09T15:25:00.753116,INX-24APR09-B5212,12.0,no,80,10.032744501101675
2024-04-09T15:26:00.713385,INX-24APR09-B5187,1.0,yes,68,19.569375156505174
2024-04-09T15:26:00.770563,INX-24APR09-B5212,1.0,no,75,14.254156693838098
2024-04-09T15:27:00.703887,INX-24APR09-B5187,4.0,yes,59,25.467915691686528
2024-04-09T15:28:00.673237,INX-24APR09-B5212,8.0,no,61,10.698224378485378
2024-04-09T15:29:00.529067,INX-24APR09-B5187,7.0,yes,53,17.132608813287263
2024-04-09T15:29:00.583680,INX-24APR09-B5212,5.0,no,57,13.320868777470096
2024-04-09T15:30:00.965991,INX-24APR09-B5187,7.0,yes,34,29.200702573702962
2024-04-09T15:30:01.021545,INX-24APR09-B5212,6.0,no,36,27.317215927270688
2024-04-09T15:31:00.583028,INX-24APR09-B5187,22.0,yes,39,24.42761321956393
2024-04-09T15:31:00.636316,INX-24APR09-B5212,17.0,no,43,20.53356607969051
2024-04-09T15:33:00.592555,INX-24APR09-B5187,3.0,no,72,3.5314169778287976
2024-04-09T15:33:00.645977,INX-24APR09-B5212,6.0,yes,69,6.383526953780773
2024-04-09T15:33:00.926334,INX-24APR09-B5212,-218.0,no,31,0
2024-04-09T15:33:00.926402,INX-24APR09-B5187,-263.0,yes,28,0
2024-04-09T15:34:00.560078,INX-24APR09-B5187,47.0,no,74,1.9431263007973882
2024-04-09T15:34:00.635228,INX-24APR09-B5212,150.0,yes,70,5.813008681168824
2024-04-09T15:35:00.562771,INX-24APR09-B5187,1.0,no,65,7.801531856218844
2024-04-09T15:35:00.617014,INX-24APR09-B5212,1.0,yes,62,10.704558606641953
2024-04-09T15:36:00.999095,INX-24APR09-B5187,7.0,yes,34,5.55749815194558
2024-04-09T15:36:01.062527,INX-24APR09-B5212,3.0,no,37,2.629231590419245
2024-04-09T15:36:01.355242,INX-24APR09-B5187,-55.0,no,65,0
2024-04-09T15:36:01.355318,INX-24APR09-B5212,-154.0,yes,62,0
2024-04-09T15:37:00.535245,INX-24APR09-B5187,92.0,no,61,6.6852826398248055
2024-04-09T15:37:00.594301,INX-24APR09-B5212,123.0,yes,59,8.61243369054857
2024-04-09T15:38:00.539508,INX-24APR09-B5187,2.0,no,47,9.656397412703143
2024-04-09T15:38:00.594912,INX-24APR09-B5212,3.0,yes,44,12.586915322069409
2024-04-09T15:39:00.578919,INX-24APR09-B5187,5.0,yes,54,9.353389210636536
2024-04-09T15:39:00.646502,INX-24APR09-B5212,4.0,no,55,8.422098563524763
2024-04-09T15:39:00.938503,INX-24APR09-B5187,-99.0,no,46,0
2024-04-09T15:39:00.938571,INX-24APR09-B5212,-130.0,yes,45,0
2024-04-09T15:40:00.662281,INX-24APR09-B5212,180.0,yes,32,4.656071112548304
2024-04-09T15:41:00.490768,INX-24APR09-B5187,41.0,yes,63,17.89475190608985
2024-04-09T15:41:00.553103,INX-24APR09-B5212,30.0,no,67,13.957870649319815
2024-04-09T15:41:00.845067,INX-24APR09-B5212,-210.0,yes,33,0
2024-04-09T15:43:00.469174,INX-24APR09-B5187,52.0,yes,70,20.710775710517936
2024-04-09T15:44:00.502122,INX-24APR09-B5187,27.0,yes,75,7.516773146111461
2024-04-09T15:44:00.559808,INX-24APR09-B5212,19.0,no,77,5.570858296073837
2024-04-09T15:46:00.704495,INX-24APR09-B5212,-19.0,no,71,0
2024-04-09T15:47:00.536544,INX-24APR09-B5187,9.0,yes,72,13.532644201448491
2024-04-09T15:47:00.592382,INX-24APR09-B5212,9.0,no,72,13.582771181040286
2024-04-09T15:49:00.449644,INX-24APR09-B5187,1.0,yes,71,13.816852830405537
2024-04-09T15:49:00.505918,INX-24APR09-B5212,1.0,no,73,11.872541459107822
2024-04-09T15:51:01.048400,INX-24APR09-B5187,1.0,yes,66,17.39828963976234
2024-04-09T15:51:01.109478,INX-24APR09-B5212,1.0,no,68,15.463546608976955
2024-04-09T15:56:00.553343,INX-24APR09-B5212,26.0,no,15,51.15832222510204
2024-04-09T15:58:00.580661,INX-24APR09-B5212,-37.0,no,3,0
