datetime,market,ev,bid,ask
2024-04-12T15:28:00.795042,INX-24APR12-B5087,-13.10637973035842,15,17
2024-04-12T15:28:00.795247,INX-24APR12-B5112,21.347286649002143,60,61
2024-04-12T15:28:00.795417,INX-24APR12-B5137,-8.279794553199718,19,22
2024-04-12T15:29:00.744161,INX-24APR12-B5087,-13.283957442813813,16,19
2024-04-12T15:29:00.744283,INX-24APR12-B5112,22.952655531348185,61,62
2024-04-12T15:29:00.744389,INX-24APR12-B5137,-9.702918644677254,17,19
2024-04-12T15:30:01.599407,INX-24APR12-B5087,-13.691028035570692,19,21
2024-04-12T15:30:01.599510,INX-24APR12-B5112,22.935785900374654,62,63
2024-04-12T15:30:01.599595,INX-24APR12-B5137,-11.277488203529268,16,18
2024-04-16T09:49:47.603986,INX-24APR16-T5000,-3.5018672283656365,14,16
2024-04-16T09:49:47.604264,INX-24APR16-B5012,4.352615896563563,11,13
2024-04-16T09:49:47.604453,INX-24APR16-B5037,3.8570767341655596,17,20
2024-04-16T09:49:47.604623,INX-24APR16-B5062,2.5519763647111127,19,20
2024-04-16T09:49:47.604780,INX-24APR16-B5087,-4.342649170974383,18,19
2024-04-16T09:49:47.604945,INX-24APR16-B5112,-4.4514937534711265,10,11
