datetime,ticker,n_contracts,side,curr_ask,ev
2024-05-20T13:39:17.553320,INX-24MAY20-B5287,28.0,no,89,3.153390686410347
2024-05-20T13:39:17.661835,INX-24MAY20-B5312,101.0,yes,73,9.243659047855587
2024-05-20T13:39:17.770108,INX-24MAY20-B5337,28.0,no,87,3.1301449741702783
2024-05-20T15:22:52.375221,INX-24MAY20-B5287,14.0,no,97,2.057965219104858
2024-05-20T15:22:52.584935,INX-24MAY20-B5312,35.0,yes,94,4.8734872488144845
